2367
11718	11832	1994
13264	13987	2109
0	136	0
191	378	137
435	537	325
1716	1926	428
2456	2571	639
3225	3529	755
0	136	0
191	378	137
435	537	325
1716	1926	428
2456	2571	639
3064	3112	755
3225	3529	804
0	106	0
160	213	107
1285	1495	161
2025	2140	372
9409	9549	488
0	1887	0
2795	2949	1888
3011	3155	2043
3761	3853	2188
3930	4087	2281
5713	5994	2439
6057	6207	2721
6260	7002	2872
0	1887	0
2795	2949	1888
3011	3155	2043
3761	3853	2188
3930	4087	2281
5713	5994	2439
6057	6207	2721
6260	6545	2872
6866	7150	3158
0	2185	0
2246	2441	2186
2755	3533	2382
3601	3858	3161
3912	4094	3419
4801	5398	3602
5447	5602	4200
7266	7405	4356
7977	8053	4496
0	1562	0
1648	1860	1563
3047	3215	1776
3271	3351	1945
3759	4061	2026
23565	23646	2329
23709	23849	2411
26684	27119	2552
0	1562	0
1648	1860	1563
3047	3215	1776
3271	3351	1945
3759	4061	2026
23565	23646	2329
23709	23849	2411
26339	26501	2552
27004	27137	2715
0	1562	0
1648	1860	1563
3047	3215	1776
3271	3351	1945
3759	4061	2026
23565	23646	2329
23709	23849	2411
26339	26501	2552
27019	27137	2715
0	1562	0
1648	1754	1563
1820	1860	1670
3047	3215	1711
3271	3351	1880
3759	4061	1961
23565	23646	2264
23709	23849	2346
26339	26501	2487
27383	27484	2650
0	1562	0
1648	1754	1563
1820	1860	1670
3047	3215	1711
3271	3351	1880
3759	4061	1961
23565	23646	2264
23709	23849	2346
26339	26501	2487
27763	27804	2650
0	1562	0
1648	1860	1563
3047	3215	1776
3271	3351	1945
3759	4061	2026
23565	23646	2329
23709	23849	2411
26339	26501	2552
27763	27804	2715
0	192	0
316	982	193
1442	1536	860
1597	1920	955
1982	2211	1279
0	182	0
324	972	183
1432	1526	832
1587	1910	927
1972	2197	1251
0	2366	0
2425	2710	2367
2816	2943	2653
0	2366	0
2425	2710	2367
2767	2970	2653
0	2366	0
2425	2710	2367
2816	2976	2653
0	233	0
1447	1563	234
4503	6441	351
0	612	0
1455	1523	613
2582	3186	682
14106	14244	1287
20179	20330	1426
20397	20608	1578
20665	20863	1790
20914	21227	1989
21787	21874	2303
21949	22393	2391
22770	23011	2836
23068	23310	3078
23365	23774	3321
25127	25162	3731
25535	25745	3767
25864	26150	3978
26215	26409	4265
26494	26665	4460
29734	29840	4632
0	612	0
14106	14244	613
20179	20330	752
20397	20608	904
20665	20863	1116
20914	21227	1315
21787	21874	1629
21949	22393	1717
22770	23011	2162
23068	23310	2404
23365	23774	2647
25127	25162	3057
25535	25745	3093
25864	26150	3304
26215	26409	3591
26494	26665	3786
29734	29840	3958
0	612	0
1455	1523	613
14106	14244	682
20179	20330	821
20397	20608	973
20665	20863	1185
20914	21227	1384
21787	21874	1698
21949	22393	1786
22770	23011	2231
23068	23310	2473
23365	23774	2716
25127	25162	3126
25535	25745	3162
25864	26150	3373
26215	26409	3660
26494	26665	3855
29734	29840	4027
0	612	0
1455	1523	613
14106	14244	682
20179	20330	821
20397	20608	973
20665	20863	1185
20914	21227	1384
21787	21874	1698
21949	22393	1786
22770	23011	2231
23068	23310	2473
23365	23774	2716
25127	25162	3126
25535	25745	3162
25864	26150	3373
26215	26409	3660
26494	26665	3855
29816	29856	4027
0	1181	0
12101	12239	1182
18174	18325	1321
18392	18603	1473
18660	18858	1685
18909	19222	1884
19782	19869	2198
19944	20388	2286
20765	21006	2731
21063	21305	2973
21360	21769	3216
23122	23157	3626
23530	23740	3662
23859	24145	3873
24210	24404	4160
24489	24660	4355
27729	27835	4527
0	403	0
8252	8390	404
14325	14476	543
14543	14754	695
14811	15009	907
15060	15373	1106
15933	16020	1420
16095	16539	1508
16916	17157	1953
17214	17456	2195
17511	17920	2438
19273	19308	2848
19681	19891	2884
20010	20296	3095
20361	20555	3382
20640	20811	3577
23880	23986	3749
0	23	0
635	1054	24
2352	2661	444
2719	2930	754
2994	3182	966
3542	3687	1155
3916	4989	1301
5722	6810	2375
9555	9792	3464
9858	10012	3702
11139	11405	3857
11861	12224	4124
12298	15032	4488
0	18	0
625	1044	19
2342	2651	439
2709	2920	749
2984	3172	961
3532	3677	1150
3906	4979	1296
5712	6800	2370
9545	9782	3459
9848	10002	3697
11129	11395	3852
11851	12214	4119
12288	15022	4483
0	42	0
610	1029	43
2327	2636	463
2694	2905	773
2969	3157	985
3517	3662	1174
3891	4964	1320
5697	6785	2394
9530	9767	3483
9833	9987	3721
11114	11380	3876
11836	12199	4143
12273	15007	4507
0	307	0
610	1029	308
2327	2636	728
2694	2905	1038
2969	3157	1250
3517	3662	1439
3891	4964	1585
5697	6785	2659
9530	9767	3748
9833	9987	3986
11114	11380	4141
11836	12199	4408
12273	15007	4772
0	997	0
1460	2035	998
2124	2191	1574
2251	2568	1642
2762	2927	1960
3082	3266	2126
6489	6774	2311
11273	11350	2597
14791	15910	2675
17629	17756	3795
0	997	0
1460	2035	998
2124	2191	1574
2251	2568	1642
2762	2897	1960
3082	3266	2096
6489	6774	2281
11273	11350	2567
14791	15910	2645
17629	17756	3765
0	1967	0
2024	2214	1968
2497	4500	2159
5229	5438	4163
5913	6203	4373
6262	6956	4664
0	154	0
1607	1741	155
4748	4822	290
4877	5015	365
5696	5960	504
7124	7250	769
7309	7396	896
7478	8446	984
0	445	0
1581	1715	446
4404	4448	581
4722	4796	626
4851	4989	701
5670	5934	840
7098	7224	1105
7283	7370	1232
7452	8420	1320
0	1454	0
1520	1654	1455
4343	4387	1590
4661	4735	1635
4790	4928	1710
5609	5873	1849
7037	7163	2114
7222	7309	2241
7391	8359	2329
0	48	0
553	628	49
698	912	125
978	1112	340
3801	3845	475
4119	4193	520
4248	4386	595
5067	5331	734
6495	6621	999
6680	6767	1126
6849	7817	1214
0	63	0
463	583	64
653	867	185
933	1067	400
3756	3800	535
4074	4148	580
4203	4341	655
5022	5286	794
6450	6576	1059
6635	6722	1186
6804	7772	1274
0	478	0
653	867	479
933	1067	694
3756	3800	829
4074	4148	874
4203	4341	949
5022	5286	1088
6450	6576	1353
6635	6722	1480
6804	7772	1568
0	160	0
305	425	161
495	709	282
775	909	497
3598	3642	632
3916	3990	677
4045	4183	752
4864	5128	891
6292	6418	1156
6477	6564	1283
6646	7614	1371
0	259	0
321	774	260
832	1165	714
1623	2446	1048
2506	2619	1872
3173	4858	1986
4915	5433	3672
6619	6942	4191
0	177	0
235	1182	178
0	1234	0
1292	1391	1235
1861	2433	1335
3167	3482	1908
3674	3818	2224
5677	5816	2369
6006	6797	2509
7252	7452	3301
7514	7582	3502
8749	8952	3571
9016	9405	3775
9490	9855	4165
9923	10418	4531
10525	10650	5027
0	1234	0
1292	1391	1235
1861	2433	1335
3167	3818	1908
5677	5816	2560
6006	6797	2700
7252	7452	3492
7514	7582	3693
8749	8952	3762
9016	9405	3966
9490	9855	4356
9923	10418	4722
12215	12494	5218
0	824	0
1558	1873	825
2065	2209	1141
4068	4207	1286
4397	5188	1426
5643	5843	2218
5905	5973	2419
7140	7343	2488
7407	7796	2692
7881	8246	3082
8314	8809	3448
8916	9041	3944
0	287	0
11731	11780	288
17622	19253	338
20480	20661	1970
21053	22669	2152
25842	27242	3769
27305	27528	5170
27585	27932	5394
28932	29075	5742
29132	32029	5886
33324	33909	8784
34687	34753	9370
34808	35941	9437
0	2880	0
3996	4358	2881
4451	4610	3244
5491	6117	3404
6728	8478	4031
12180	12551	5782
0	186	0
2116	2318	187
2367	2429	390
2489	2601	453
2736	2838	566
6379	6497	669
6559	6680	788
7428	7533	910
7619	7954	1016
0	186	0
2113	2318	187
2367	2429	393
2489	2601	456
2736	2838	569
6379	6497	672
6559	6680	791
7425	7533	913
7619	7954	1022
0	143	0
1941	2143	144
2192	2254	347
2314	2426	410
2561	2663	523
6204	6322	626
6384	6505	745
7253	7358	867
7444	7779	973
0	77	0
1872	2077	78
2149	2188	284
2248	2360	324
2495	2597	437
6138	6256	540
6318	6439	659
7184	7292	781
7378	7713	890
0	768	0
826	1013	769
1687	1888	957
1946	2055	1159
2121	2245	1269
2316	2506	1394
0	26	0
1856	2671	27
3578	3888	843
3945	4568	1154
5222	5776	1778
0	85	0
1856	2671	86
3578	3888	902
3945	4568	1213
5222	5776	1837
0	106	0
1856	2671	107
3578	3888	923
3945	4568	1234
5222	5776	1858
0	209	0
1856	2671	210
3578	3888	1026
3945	4568	1337
5222	5776	1961
0	141	0
678	752	142
825	907	217
1651	1820	300
1879	2063	470
2187	2661	655
2729	2827	1130
3791	3982	1229
4732	4931	1421
5461	6239	1621
0	80	0
644	718	81
791	873	156
1617	1786	239
1845	2029	409
2153	2627	594
2695	2793	1069
3757	3948	1168
4698	4897	1360
5427	6205	1560
0	2975	0
3203	3381	2976
4758	5698	3155
6449	8939	4096
0	210	0
599	969	211
1041	1120	582
2929	3109	662
3251	3736	843
4350	5237	1329
5319	5495	2217
6618	6665	2394
7662	7790	2442
7850	7945	2571
8007	8377	2667
8951	9097	3038
9162	9665	3185
0	210	0
599	752	211
827	969	365
1041	1120	508
2929	3109	588
3251	3736	769
4350	5237	1255
5319	5495	2143
6618	6665	2320
7662	7790	2368
7850	7945	2497
8007	8377	2593
8951	9097	2964
9162	9421	3111
9568	10014	3371
0	210	0
599	969	211
1041	1120	582
2929	3109	662
3251	3736	843
4350	5237	1329
5319	5495	2217
7662	7790	2394
7850	7945	2523
8007	8377	2619
8951	9097	2990
9162	9491	3137
9568	10048	3467
0	210	0
599	969	211
1041	1120	582
2929	3109	662
3251	3736	843
4350	5237	1329
5319	5495	2217
7662	7790	2394
7850	7945	2523
8007	8377	2619
8951	9097	2990
9162	9491	3137
9568	10240	3467
0	210	0
599	969	211
1041	1120	582
2929	3109	662
3251	3736	843
4350	5237	1329
5319	5495	2217
6618	6665	2394
7662	7790	2442
7850	7945	2571
8007	8377	2667
8951	9097	3038
9162	9491	3185
9568	10240	3515
0	210	0
599	752	211
827	969	365
1041	1120	508
2929	3109	588
3251	3736	769
4350	5237	1255
5319	5495	2143
7662	7790	2320
7850	7945	2449
8007	8377	2545
8951	9097	2916
9162	9491	3063
9568	10240	3393
0	1447	0
1556	1720	1448
2293	2633	1613
0	1447	0
1556	1725	1448
1775	2814	1618
0	1447	0
1556	2814	1448
0	286	0
1934	2201	287
2335	2436	555
2515	2695	657
2755	3022	838
3636	3739	1106
3798	4167	1210
4268	4431	1580
4484	4651	1744
4717	5659	1912
0	286	0
1934	2201	287
2335	2436	555
2515	2695	657
2755	3022	838
3636	3739	1106
3798	4167	1210
4228	4431	1580
4484	4651	1784
4717	5659	1952
0	342	0
427	493	343
2890	3078	410
3208	3409	599
3468	3923	801
3982	4086	1257
4148	4351	1362
4408	4611	1566
6151	6303	1770
6367	6603	1923
7864	8030	2160
9824	10057	2327
10108	10269	2561
10320	10431	2723
0	493	0
2890	3078	494
3208	3409	683
3468	3923	885
3982	4086	1341
4148	4351	1446
4408	4611	1650
6151	6303	1854
6367	6603	2007
7864	8030	2244
9824	10057	2411
10108	10269	2645
10320	10431	2807
0	493	0
2890	3078	494
3208	3923	683
3982	4086	1399
4148	4351	1504
4408	4611	1708
6151	6303	1912
6367	6603	2065
7864	8030	2302
9824	10057	2469
10108	10269	2703
10320	10431	2865
0	1081	0
2356	2635	1082
2697	2893	1362
2952	3102	1559
3921	4099	1710
4556	4849	1889
5112	5486	2183
6267	7735	2558
7953	8559	4027
9929	9982	4634
0	1081	0
2356	2635	1082
2697	2893	1362
2952	3102	1559
3921	4099	1710
4556	4849	1889
5112	5486	2183
6267	7735	2558
7953	8559	4027
9611	9988	4634
0	1081	0
2356	2635	1082
2697	2893	1362
2952	3102	1559
3921	4099	1710
4556	4849	1889
5112	5486	2183
6267	7735	2558
7953	8559	4027
9402	9606	4634
9696	9997	4839
0	1081	0
2356	2635	1082
2697	2893	1362
2952	3102	1559
3921	4099	1710
4556	4849	1889
5112	5486	2183
6267	7735	2558
7953	8559	4027
9696	10000	4634
0	1081	0
2356	2635	1082
2697	2893	1362
2952	3102	1559
3921	4099	1710
4556	4849	1889
5112	5486	2183
6267	7735	2558
7953	8559	4027
9972	10015	4634
0	1081	0
2356	2635	1082
2697	2893	1362
2952	3102	1559
3921	4099	1710
4556	4849	1889
5112	5486	2183
6267	7735	2558
7953	8559	4027
10632	10647	4634
0	1081	0
2356	2635	1082
2697	2893	1362
2952	3102	1559
3921	4099	1710
4556	4849	1889
5112	5486	2183
6267	7735	2558
7953	8559	4027
10480	10647	4634
0	1081	0
2356	2635	1082
2697	2893	1362
2952	3102	1559
3921	4099	1710
4556	4849	1889
5112	5486	2183
6267	7735	2558
7953	8559	4027
11785	11816	4634
0	154	0
267	752	155
1400	1717	641
2363	3344	959
4832	4986	1941
5542	6296	2096
0	516	0
3962	5551	517
0	1095	0
1161	1579	1096
2117	3152	1515
3950	4073	2551
4692	4785	2675
0	1095	0
1161	1579	1096
2117	3152	1515
3950	4785	2551
0	1095	0
1161	1579	1096
2117	3152	1515
4433	4785	2551
0	1092	0
1158	1576	1093
2114	3149	1512
3947	4172	2548
4430	4782	2774
0	194	0
13228	13393	195
14804	14984	361
16169	16823	542
19438	19611	1197
19965	20240	1371
21585	21939	1647
22633	23472	2002
0	196	0
5840	6005	197
7416	7596	363
8781	9435	544
12050	12223	1199
12577	12852	1373
14197	14551	1649
15245	16084	2004
0	196	0
2415	2594	197
5840	6005	377
7416	7596	543
8781	9435	724
12050	12223	1379
12577	12852	1553
14197	14551	1829
15245	16084	2184
0	242	0
3488	3653	243
5064	5244	409
6429	7083	590
9698	9871	1245
10225	10500	1419
11845	12199	1695
12893	13732	2050
0	87	0
1265	1625	88
2258	2279	449
3057	3219	471
3700	3841	634
4269	4410	776
4598	4798	918
4870	5171	1119
6373	6596	1421
6659	7061	1645
7156	7829	2048
8813	9160	2722
9516	9560	3070
9875	9997	3115
10074	10133	3238
10310	10408	3298
11111	11419	3397
11501	11626	3706
11745	11783	3832
11935	12111	3871
12415	12642	4048
13332	13505	4276
14549	14584	4450
15545	15577	4486
17999	18146	4519
18384	18757	4667
20762	20887	5041
20968	21667	5167
22072	22425	5867
22903	24615	6221
26166	27065	7934
27773	28536	8834
28621	28756	9598
28934	29824	9734
29883	32555	10625
33117	33398	13298
33461	33760	13580
33816	43286	13880
43358	44336	23351
44400	44741	24330
46149	47191	24672
47999	48055	25715
49613	49713	25772
49781	49907	25873
49973	50275	26000
50511	51677	26303
0	87	0
1265	1625	88
2258	2279	449
3057	3219	471
3700	3841	634
6373	6596	776
6659	7061	1000
7156	7829	1403
8813	9160	2077
9516	9560	2425
9875	9997	2470
10074	10133	2593
10310	10408	2653
11111	11419	2752
11501	11626	3061
11745	11783	3187
12415	12642	3226
13332	13505	3454
14549	14584	3628
17999	18146	3664
18384	18757	3812
20762	20887	4186
20968	21667	4312
22072	22425	5012
22903	24615	5366
26166	27065	7079
27773	28536	7979
28621	28756	8743
28934	29824	8879
29883	32555	9770
33117	33398	12443
33461	33760	12725
33816	43286	13025
43358	44336	22496
44400	44741	23475
46149	47191	23817
47999	48055	24860
49613	49713	24917
49781	49907	25018
49973	50275	25145
50511	51677	25448
0	87	0
1265	1625	88
2258	2279	449
2528	2558	471
3057	3219	502
3700	3841	665
4269	4410	807
4598	4798	949
4870	5171	1150
6373	6596	1452
6659	7061	1676
7156	7829	2079
8813	9160	2753
9516	9560	3101
9875	9997	3146
10074	10133	3269
10310	10408	3329
11111	11419	3428
11501	11626	3737
11745	11783	3863
12415	12642	3902
13332	13505	4130
14549	14584	4304
17999	18146	4340
18384	18757	4488
20762	20887	4862
20968	21667	4988
22072	22425	5688
22903	24615	6042
26166	27065	7755
27773	28536	8655
28621	28756	9419
28934	29824	9555
29883	32555	10446
33117	33398	13119
33461	33760	13401
33816	43286	13701
43358	44336	23172
44400	44741	24151
46149	47191	24493
47999	48055	25536
49613	49713	25593
49781	49907	25694
49973	50275	25821
50511	51677	26124
0	3215	0
4720	4791	3216
4848	5483	3288
7738	8572	3924
8627	8755	4759
8998	9182	4888
0	3215	0
4720	4791	3216
4848	5483	3288
7738	8572	3924
8627	8755	4759
10441	10524	4888
0	494	0
0	1680	0
1968	2897	1681
23071	23188	2611
27429	27494	2729
32949	33583	2795
0	827	0
1115	2044	828
5903	6062	1758
0	2087	0
7308	7522	2088
0	257	0
0	235	0
286	440	236
4907	4981	391
5040	5987	466
6393	9011	1414
9948	10242	4033
10302	10451	4328
10531	10894	4478
11576	11626	4842
0	235	0
286	440	236
4907	4981	391
5040	5987	466
6393	9011	1414
9948	10242	4033
10302	10451	4328
10531	10894	4478
11570	11626	4842
0	235	0
286	440	236
4907	4981	391
5040	5987	466
6393	9011	1414
9948	10242	4033
10302	10451	4328
10531	10894	4478
11566	11626	4842
0	235	0
286	440	236
4907	4981	391
5040	5987	466
6393	9011	1414
9948	10242	4033
10302	10472	4328
10531	10894	4499
11576	11626	4863
0	235	0
286	440	236
4907	4981	391
5040	5987	466
6393	9011	1414
9948	10242	4033
10302	10472	4328
10531	10894	4499
11570	11626	4863
0	729	0
795	921	730
987	1149	857
1202	1300	1020
2289	2646	1119
2710	3001	1477
3069	3235	1769
3321	3542	1936
4278	4559	2158
4618	4785	2440
5189	5314	2608
5371	5529	2734
5592	5864	2893
5945	6269	3166
7926	8067	3491
10918	11024	3633
12036	12156	3740
12218	12437	3861
12642	12716	4081
14835	14966	4156
27468	32357	4288
32412	32546	9178
33436	33868	9313
0	727	0
793	919	728
985	1147	855
1200	1298	1018
2287	2644	1117
2708	2999	1475
3067	3233	1767
3319	3540	1934
4276	4557	2156
4616	4783	2438
5187	5312	2606
5369	5527	2732
5590	5862	2891
5943	6267	3164
7924	8065	3489
11690	11796	3631
12034	12154	3738
12216	12435	3859
12640	12714	4079
14833	14964	4154
16038	21913	4286
21967	22022	10162
22578	22626	10218
0	727	0
793	919	728
985	1147	855
1200	1298	1018
2287	2644	1117
2708	2999	1475
3067	3233	1767
3319	3540	1934
4276	4557	2156
4616	4783	2438
5187	5312	2606
5369	5527	2732
5590	5862	2891
5943	6267	3164
7924	8065	3489
11690	11796	3631
12034	12154	3738
12216	12435	3859
12640	12714	4079
14527	14535	4154
14833	14964	4163
27466	32355	4295
32410	32544	9185
33434	33866	9320
0	278	0
348	652	279
1807	1912	584
0	268	0
332	433	269
552	774	371
836	982	594
1582	1805	741
1990	2458	965
3039	3196	1434
3251	3491	1592
3618	5914	1833
9798	9853	4130
10290	10401	4186
10483	10663	4298
10726	11376	4479
12108	12866	5130
14537	14738	5889
14795	14846	6091
15227	15436	6143
0	268	0
332	433	269
552	774	371
836	982	594
1582	1805	741
1990	2458	965
3039	3196	1434
3251	3491	1592
3618	5914	1833
9798	9853	4130
10290	10401	4186
10483	10663	4298
10726	11376	4479
14537	14738	5130
14795	14846	5332
15227	15436	5384
0	268	0
332	433	269
552	774	371
836	982	594
1582	1805	741
1990	2458	965
3039	3196	1434
3251	3491	1592
3618	5914	1833
9798	9853	4130
10290	10401	4186
10483	10663	4298
10726	11376	4479
14537	14738	5130
14795	14846	5332
14997	15436	5384
0	87	0
1490	2275	88
3332	3875	874
5925	6178	1418
6261	6367	1672
6706	6831	1779
6892	7411	1905
7464	7759	2425
9383	9983	2721
0	516	0
577	900	517
1952	2338	841
2459	2665	1228
2928	3302	1435
3360	3489	1810
6611	6771	1940
0	516	0
577	900	517
1952	2338	841
2459	2665	1228
2928	3302	1435
3360	3489	1810
4984	6328	1940
6445	6796	3285
0	516	0
577	900	517
1952	2338	841
2459	2665	1228
2928	3302	1435
3360	3489	1810
6445	6498	1940
6611	6805	1994
0	516	0
577	900	517
1952	2338	841
2459	2665	1228
2928	3302	1435
3360	3489	1810
4984	6328	1940
6728	6831	3285
0	516	0
577	900	517
